,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
660,negative,6,none/duly paid,furniture,590,unknown/no savings account, x < 1y,20 <= x < 25,female : single,none,4y <= x < 7y,unknown / no property,26,none,rent,1,unskilled - resident,0 to 2,no,yes,good
661,negative,8,none/duly paid,furniture,1414,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,guarantor,1y <= x < 4y,unknown / no property,33,none,rent,1,skilled employee/official,0 to 2,no,yes,good
662,negative,12,none/duly paid,furniture,1103,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,guarantor,4y <= x < 7y,unknown / no property,29,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
663,negative,12,duly paid till now,furniture,585,unknown/no savings account,1<= x < 4y,x < 20,female : single,co-applicant,x >= 7y,unknown / no property,20,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,good
664,negative,6,none/duly paid,furniture,1068,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,28,none,rent,1,skilled employee/official,3 or more,no,no,good
665,none,8,fully paid,other,713,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,47,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
666,negative,12,none/duly paid,furniture,1092,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,guarantor,x >= 7y,unknown / no property,49,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
667,negative,7,none/duly paid,furniture,2329,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,guarantor, x < 1y,unknown / no property,45,none,rent,1,skilled employee/official,0 to 2,no,no,good
668,negative,13,fully paid,furniture,882,unknown/no savings account, x < 1y,x < 20,male : married/widowed,guarantor,x >= 7y,unknown / no property,23,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
669,negative,18,none/duly paid,furniture,866,unknown/no savings account,1<= x < 4y,x < 20,female : single,guarantor,1y <= x < 4y,unknown / no property,25,none,rent,1,unskilled - resident,0 to 2,no,no,good
670,negative,7,none/duly paid,furniture,2415,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,guarantor,1y <= x < 4y,unknown / no property,34,none,rent,1,skilled employee/official,0 to 2,no,no,good
671,negative,13,none/duly paid,furniture,2101,unknown/no savings account, x < 1y,25 <= x < 35,female: non-single or male: single,guarantor,x >= 7y,car or other,23,none,rent,1,unskilled - resident,0 to 2,no,no,good
672,negative,18,none/duly paid,furniture,1301,unknown/no savings account,7y <= y,x < 20,female : single,guarantor,1y <= x < 4y,unknown / no property,32,none,rent,1,unskilled - resident,0 to 2,no,no,good
673,negative,18,none/duly paid,furniture,1113,unknown/no savings account,1<= x < 4y,x < 20,female: non-single or male: single,guarantor,x >= 7y,unknown / no property,26,none,rent,1,unskilled - resident,3 or more,no,no,good
674,negative,8,none/duly paid,furniture,760,unknown/no savings account,4 <= x < 7y,x < 20,female: non-single or male: single,guarantor,1y <= x < 4y,unknown / no property,44,none,rent,1,unskilled - resident,0 to 2,no,no,good
675,negative,12,none/duly paid,furniture,625,unknown/no savings account, x < 1y,x < 20,female : single,guarantor, x < 1y,unknown / no property,26,bank,rent,1,unskilled - resident,0 to 2,no,no,good
676,0 <= x <= 200,6,fully paid,other,1323,x < 100 DM,7y <= y,25 <= x < 35,male : divorced/separated,none,x >= 7y,building soc. savings agr./life insurance,28,none,rent,2 to 3,skilled employee/official,3 or more,yes,no,good
677,none,9,fully paid,furniture,1138,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,25,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
678,negative,18,fully paid,furniture,1795,unknown/no savings account,7y <= y,20 <= x < 25,female: non-single or male: single,guarantor,x >= 7y,unknown / no property,48,bank,for free,2 to 3,unskilled - resident,0 to 2,yes,no,good
679,negative,15,fully paid,furniture,2728,1000 <= x,4 <= x < 7y,x < 20,male : married/widowed,guarantor,1y <= x < 4y,unknown / no property,35,bank,rent,4 to 5,skilled employee/official,0 to 2,yes,no,good
680,negative,6,none/duly paid,furniture,484,unknown/no savings account,4 <= x < 7y,20 <= x < 25,female : single,guarantor,4y <= x < 7y,unknown / no property,28,bank,rent,1,unskilled - resident,0 to 2,no,no,good
681,negative,10,critical,furniture,1048,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,23,stores,rent,1,unskilled - resident,0 to 2,no,no,good
682,negative,12,none/duly paid,furniture,1155,unknown/no savings account,7y <= y,20 <= x < 25,female : single,guarantor,4y <= x < 7y,unknown / no property,40,bank,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
683,negative,20,duly paid till now,car (new),7057,1000 <= x,4 <= x < 7y,20 <= x < 25,male : married/widowed,none,x >= 7y,car or other,36,bank,for free,2 to 3,manager/self-empl./highly qualif,3 or more,yes,no,good
684,negative,15,fully paid,furniture,1537,1000 <= x,7y <= y,x < 20,male : married/widowed,guarantor,x >= 7y,unknown / no property,50,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
685,none,12,none/duly paid,furniture,2214,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,4y <= x < 7y,car or other,24,none,rent,1,unskilled - resident,0 to 2,no,no,good
686,x >= 200,24,fully paid,car (used),1585,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none,4y <= x < 7y,car or other,40,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
687,negative,10,none/duly paid,car (used),1521,unknown/no savings account,1<= x < 4y,x < 20,male : divorced/separated,none,1y <= x < 4y,building soc. savings agr./life insurance,31,none,rent,1,unskilled - resident,0 to 2,no,no,good
688,negative,36,critical,radio/television,3990,1000 <= x, x < 1y,20 <= x < 25,female: non-single or male: single,none,1y <= x < 4y,real estate,29,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,good
689,0 <= x <= 200,18,none/duly paid,car (used),3049,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,none, x < 1y,car or other,45,stores,rent,1,unskilled - resident,0 to 2,no,no,good
690,none,24,none/duly paid,furniture,1282,x < 100 DM,1<= x < 4y,x < 20,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,32,none,rent,1,unskilled - resident,0 to 2,no,no,bad
691,x >= 200,60,none/duly paid,furniture,10144,x < 100 DM,4 <= x < 7y,25 <= x < 35,female: non-single or male: single,none,x >= 7y,unknown / no property,21,none,rent,1,skilled employee/official,0 to 2,yes,no,good
692,none,12,none/duly paid,other,1168,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,4y <= x < 7y,unknown / no property,27,none,rent,1,unskilled - resident,0 to 2,no,no,good
693,negative,6,none/duly paid,domestic appliances,454,unknown/no savings account, x < 1y,20 <= x < 25,female : single,none, x < 1y,car or other,22,none,rent,1,unskilled - resident,0 to 2,no,no,good
694,x >= 200,15,duly paid till now,car (new),3594,unknown/no savings account, x < 1y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,car or other,46,none,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
695,x >= 200,12,none/duly paid,car (used),1768,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,good
696,x >= 200,60,duly paid till now,furniture,15653,unknown/no savings account,4 <= x < 7y,25 <= x < 35,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,21,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
697,0 <= x <= 200,12,duly paid till now,other,2247,unknown/no savings account,1<= x < 4y,25 <= x < 35,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,36,stores,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
698,x >= 200,24,none/duly paid,furniture,1413,unknown/no savings account,1<= x < 4y,x < 20,female : single,none,1y <= x < 4y,car or other,28,none,rent,1,skilled employee/official,0 to 2,no,no,good
699,negative,45,fully paid,car (new),4576,x < 100 DM,unemployed,20 <= x < 25,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,good
700,none,24,fully paid,furniture,1231,500 <= x < 1000,7y <= y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,57,none,for free,2 to 3,manager/self-empl./highly qualif,0 to 2,yes,no,good
701,none,36,none/duly paid,car (new),8335,1000 <= x,7y <= y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,47,none,own,1,skilled employee/official,0 to 2,no,no,bad
702,negative,36,fully paid,car (new),5800,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,34,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
703,none,18,duly paid till now,repairs,8471,1000 <= x,1<= x < 4y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,23,none,for free,2 to 3,skilled employee/official,0 to 2,yes,no,good
704,none,30,none/duly paid,car (used),3622,500 <= x < 1000,7y <= y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,57,none,for free,2 to 3,skilled employee/official,0 to 2,yes,no,good
705,none,6,fully paid,furniture,1169,1000 <= x,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,67,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
706,x >= 200,15,none/duly paid,radio/television,1262,100 <= x < 500,4 <= x < 7y,x < 20,male : married/widowed,none,4y <= x < 7y,car or other,36,none,rent,2 to 3,skilled employee/official,0 to 2,yes,no,good
707,0 <= x <= 200,24,fully paid,car (used),3617,1000 <= x,7y <= y,x < 20,male : married/widowed,co-applicant,x >= 7y,real estate,20,none,for free,2 to 3,skilled employee/official,0 to 2,no,no,good
708,negative,30,fully paid,other,2181,1000 <= x,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,36,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
709,none,48,critical,retraining,7685,unknown/no savings account,4 <= x < 7y,25 <= x < 35,female: non-single or male: single,guarantor,x >= 7y,building soc. savings agr./life insurance,37,none,for free,1,skilled employee/official,0 to 2,no,no,bad
710,x >= 200,48,fully paid,repairs,6110,unknown/no savings account,1<= x < 4y,x >= 35,male : married/widowed,none,4y <= x < 7y,real estate,31,bank,own,1,skilled employee/official,0 to 2,yes,no,good
711,x >= 200,24,none/duly paid,other,3757,unknown/no savings account,7y <= y,x < 20,female: non-single or male: single,co-applicant,x >= 7y,real estate,62,none,own,1,skilled employee/official,0 to 2,yes,no,good
712,none,42,fully paid,domestic appliances,3394,unknown/no savings account,unemployed,x < 20,male : married/widowed,co-applicant,x >= 7y,building soc. savings agr./life insurance,65,none,rent,2 to 3,unemployed/unskilled - non-resident,0 to 2,no,no,good
713,x >= 200,36,fully paid,retraining,6304,1000 <= x,7y <= y,x < 20,male : married/widowed,none,x >= 7y,unknown / no property,36,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
714,x >= 200,9,fully paid,repairs,1244,1000 <= x,7y <= y,x < 20,female: non-single or male: single,none,x >= 7y,car or other,41,none,for free,2 to 3,unskilled - resident,0 to 2,no,no,good
715,x >= 200,6,none/duly paid,other,3518,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,guarantor,4y <= x < 7y,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,good
716,x >= 200,36,delayed,domestic appliances,2613,unknown/no savings account,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,27,none,rent,2 to 3,skilled employee/official,0 to 2,no,no,good
717,none,48,none/duly paid,repairs,7476,unknown/no savings account,4 <= x < 7y,x < 20,male : married/widowed,none, x < 1y,real estate,50,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
718,x >= 200,24,none/duly paid,retraining,4591,500 <= x < 1000,1<= x < 4y,25 <= x < 35,male : married/widowed,none,4y <= x < 7y,car or other,54,none,rent,4 to 5,manager/self-empl./highly qualif,0 to 2,yes,no,bad
719,negative,18,none/duly paid,car (used),1924,1000 <= x, x < 1y,x < 20,female: non-single or male: single,none,4y <= x < 7y,unknown / no property,27,none,for free,1,skilled employee/official,0 to 2,no,no,bad
720,negative,72,none/duly paid,furniture,5595,x < 100 DM,1<= x < 4y,25 <= x < 35,female : single,none,1y <= x < 4y,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,bad
721,negative,48,duly paid till now,repairs,6224,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,real estate,50,none,own,1,skilled employee/official,0 to 2,no,no,bad
722,0 <= x <= 200,15,none/duly paid,repairs,1905,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,40,none,for free,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
723,x >= 200,21,duly paid till now,car (new),2993,unknown/no savings account,1<= x < 4y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,unknown / no property,28,stores,rent,2 to 3,unskilled - resident,0 to 2,no,no,good
724,x >= 200,36,duly paid till now,car (new),8947,1000 <= x,4 <= x < 7y,20 <= x < 25,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,31,stores,rent,1,manager/self-empl./highly qualif,3 or more,yes,no,good
725,none,24,none/duly paid,car (used),4020,unknown/no savings account,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,27,stores,rent,1,skilled employee/official,0 to 2,no,no,good
726,negative,18,none/duly paid,car (new),2779,unknown/no savings account,1<= x < 4y,x >= 35,female : single,none,4y <= x < 7y,building soc. savings agr./life insurance,21,none,for free,1,skilled employee/official,0 to 2,yes,no,good
727,x >= 200,21,none/duly paid,other,2782,100 <= x < 500,4 <= x < 7y,x >= 35,female: non-single or male: single,none,1y <= x < 4y,building soc. savings agr./life insurance,31,bank,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
728,x >= 200,12,none/duly paid,other,1884,unknown/no savings account,7y <= y,x < 20,male : married/widowed,none,x >= 7y,building soc. savings agr./life insurance,39,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
729,x >= 200,36,fully paid,car (new),11054,1000 <= x,1<= x < 4y,x < 20,male : married/widowed,none,1y <= x < 4y,building soc. savings agr./life insurance,30,none,rent,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
730,negative,60,duly paid till now,furniture,9157,1000 <= x,1<= x < 4y,25 <= x < 35,male : married/widowed,none,1y <= x < 4y,real estate,27,none,own,1,manager/self-empl./highly qualif,0 to 2,no,no,good
731,negative,42,critical,car (new),9283,unknown/no savings account,unemployed,x >= 35,male : married/widowed,none,1y <= x < 4y,real estate,55,bank,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
732,x >= 200,60,none/duly paid,other,6527,1000 <= x,1<= x < 4y,x < 20,male : married/widowed,none,x >= 7y,real estate,34,none,own,1,skilled employee/official,3 or more,yes,no,good
733,x >= 200,15,fully paid,car (new),3368,500 <= x < 1000,7y <= y,20 <= x < 25,male : married/widowed,none,x >= 7y,real estate,23,none,for free,2 to 3,skilled employee/official,0 to 2,yes,no,good
734,none,15,none/duly paid,other,2511,unknown/no savings account,unemployed,x >= 35,female: non-single or male: single,none,x >= 7y,building soc. savings agr./life insurance,23,none,for free,1,skilled employee/official,0 to 2,no,no,good
735,none,36,none/duly paid,car (new),5493,unknown/no savings account,7y <= y,25 <= x < 35,male : married/widowed,none,x >= 7y,real estate,42,none,own,1,skilled employee/official,3 or more,no,no,good
736,x >= 200,6,none/duly paid,radio/television,1338,100 <= x < 500,1<= x < 4y,x >= 35,male : divorced/separated,none,x >= 7y,unknown / no property,62,none,rent,1,skilled employee/official,0 to 2,no,no,good
