,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
666, 0 <= ... <= 200,30,duly paid,furniture,3496,1000 <= ...,1 <= ... < 4y,4,male : single,none,2,car OR other,34,stores,own,1,skilled employed OR official ,2,yes,yes,1
667,none,48,duly paid,business,3609, ... < 100,1 <= ... < 4y,1,female : married OR separated OR divorced,none,1,real estate,27,stores,own,1,skilled employed OR official ,1,no,yes,1
668,negative,12,critical account,car (new),4843, ... < 100,7y <= ...,3,male : single,co-applicant,4,society savings agreement OR life insurance,43,none,rent,2,skilled employed OR official ,1,yes,yes,2
669,200 < ...,30,critical account,radio OR tv,3017, ... < 100,7y <= ...,4,male : single,none,4,society savings agreement OR life insurance,47,none,own,1,skilled employed OR official ,1,no,yes,1
670,none,24,critical account,business,4139,100 <= ... < 500,1 <= ... < 4y,3,male : single,none,3,society savings agreement OR life insurance,27,none,own,2,unskilled - resident,1,yes,yes,1
671,none,36,existing AND duly paid,business,5742,100 <= ... < 500,4 <= ... < 7y,2,male : single,none,2,car OR other,31,none,own,2,skilled employed OR official ,1,yes,yes,1
672,none,60,existing AND duly paid,car (new),10366, ... < 100,7y <= ...,2,male : single,none,4,society savings agreement OR life insurance,42,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
673,none,6,critical account,car (new),2080,500 <= ... < 1000,1 <= ... < 4y,1,male : married,none,2,car OR other,24,none,own,1,skilled employed OR official ,1,no,yes,1
674,none,21,delayed,business,2580,500 <= ... < 1000, ... < 1y,4,male : single,none,2,real estate,41,bank,own,1,unskilled - resident,2,no,yes,2
675,none,30,critical account,radio OR tv,4530, ... < 100,4 <= ... < 7y,4,female : married OR separated OR divorced,none,4,car OR other,26,none,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
676,none,24,critical account,furniture,5150, ... < 100,7y <= ...,4,male : single,none,4,car OR other,33,none,own,1,skilled employed OR official ,1,yes,yes,1
677, 0 <= ... <= 200,72,existing AND duly paid,radio OR tv,5595,100 <= ... < 500,1 <= ... < 4y,2,male : married,none,2,car OR other,24,none,own,1,skilled employed OR official ,1,no,yes,2
678,negative,24,existing AND duly paid,radio OR tv,2384, ... < 100,7y <= ...,4,male : single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,no,yes,1
679,none,18,existing AND duly paid,radio OR tv,1453, ... < 100, ... < 1y,3,female : married OR separated OR divorced,none,1,real estate,26,none,own,1,skilled employed OR official ,1,no,yes,1
680,none,6,existing AND duly paid,education,1538, ... < 100, ... < 1y,1,female : married OR separated OR divorced,none,2,none OR unknown,56,none,own,1,skilled employed OR official ,1,no,yes,1
681,none,12,existing AND duly paid,radio OR tv,2279,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,4,none OR unknown,37,none,for free,1,skilled employed OR official ,1,yes,yes,1
682,none,15,delayed,radio OR tv,1478, ... < 100,1 <= ... < 4y,4,male : married,none,3,real estate,33,bank,own,2,skilled employed OR official ,1,no,yes,1
683,none,24,critical account,radio OR tv,5103, ... < 100, ... < 1y,3,male : married,none,3,none OR unknown,47,none,for free,3,skilled employed OR official ,1,yes,yes,1
684, 0 <= ... <= 200,36,delayed,business,9857,100 <= ... < 500,4 <= ... < 7y,1,male : single,none,3,society savings agreement OR life insurance,31,none,own,2,unskilled - resident,2,yes,yes,1
685,none,60,existing AND duly paid,car (new),6527,unknown OR no savings account,1 <= ... < 4y,4,male : single,none,4,none OR unknown,34,none,for free,1,skilled employed OR official ,2,yes,yes,1
686,200 < ...,10,critical account,radio OR tv,1347,unknown OR no savings account,4 <= ... < 7y,4,male : single,none,2,society savings agreement OR life insurance,27,none,own,2,skilled employed OR official ,1,yes,yes,1
687, 0 <= ... <= 200,36,delayed,car (new),2862,100 <= ... < 500,7y <= ...,4,male : single,none,3,none OR unknown,30,none,for free,1,skilled employed OR official ,1,no,yes,1
688,none,9,existing AND duly paid,radio OR tv,2753,100 <= ... < 500,7y <= ...,3,male : single,co-applicant,4,car OR other,35,none,own,1,skilled employed OR official ,1,yes,yes,1
689,negative,12,existing AND duly paid,car (new),3651,1000 <= ...,1 <= ... < 4y,1,male : single,none,3,society savings agreement OR life insurance,31,none,own,1,skilled employed OR official ,2,no,yes,1
690,negative,15,critical account,furniture,975, ... < 100,1 <= ... < 4y,2,male : separated OR divorced,none,3,society savings agreement OR life insurance,25,none,own,2,skilled employed OR official ,1,no,yes,1
691, 0 <= ... <= 200,15,existing AND duly paid,repairs,2631,100 <= ... < 500,1 <= ... < 4y,3,female : married OR separated OR divorced,none,2,real estate,25,none,own,1,unskilled - resident,1,no,yes,1
692, 0 <= ... <= 200,24,existing AND duly paid,radio OR tv,2896,100 <= ... < 500, ... < 1y,2,male : single,none,1,car OR other,29,none,own,1,skilled employed OR official ,1,no,yes,1
693,negative,6,critical account,car (new),4716,unknown OR no savings account, ... < 1y,1,male : single,none,3,real estate,44,none,own,2,unskilled - resident,2,no,yes,1
694,none,24,existing AND duly paid,radio OR tv,2284, ... < 100,4 <= ... < 7y,4,male : single,none,2,car OR other,28,none,own,1,skilled employed OR official ,1,yes,yes,1
695,none,6,existing AND duly paid,car (used),1236,500 <= ... < 1000,1 <= ... < 4y,2,male : single,none,4,society savings agreement OR life insurance,50,none,rent,1,skilled employed OR official ,1,no,yes,1
696, 0 <= ... <= 200,12,existing AND duly paid,radio OR tv,1103, ... < 100,4 <= ... < 7y,4,male : single,guarantor,3,real estate,29,none,own,2,skilled employed OR official ,1,no,no,1
697,none,12,critical account,car (new),926, ... < 100,unemployed,1,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,38,none,own,1,unemployed OR unskilled - non-resident,1,no,yes,1
698,none,18,critical account,radio OR tv,1800, ... < 100,1 <= ... < 4y,4,male : single,none,2,car OR other,24,none,own,2,skilled employed OR official ,1,no,yes,1
699,200 < ...,15,existing AND duly paid,education,1905, ... < 100,7y <= ...,4,male : single,none,4,car OR other,40,none,rent,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
700,none,12,existing AND duly paid,furniture,1123,500 <= ... < 1000,1 <= ... < 4y,4,female : married OR separated OR divorced,none,4,car OR other,29,none,rent,1,unskilled - resident,1,no,yes,2
701,negative,48,critical account,car (used),6331, ... < 100,7y <= ...,4,male : single,none,4,none OR unknown,46,none,for free,2,skilled employed OR official ,1,yes,yes,2
702,200 < ...,24,existing AND duly paid,radio OR tv,1377,100 <= ... < 500,7y <= ...,4,female : married OR separated OR divorced,none,2,none OR unknown,47,none,for free,1,skilled employed OR official ,1,yes,yes,1
703, 0 <= ... <= 200,30,delayed,business,2503,100 <= ... < 500,7y <= ...,4,male : single,none,2,society savings agreement OR life insurance,41,stores,own,2,skilled employed OR official ,1,no,yes,1
704, 0 <= ... <= 200,27,existing AND duly paid,business,2528, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,1,society savings agreement OR life insurance,32,none,own,1,skilled employed OR official ,2,yes,yes,1
705,none,15,existing AND duly paid,car (new),5324,500 <= ... < 1000,7y <= ...,1,female : married OR separated OR divorced,none,4,none OR unknown,35,none,for free,1,skilled employed OR official ,1,no,yes,1
706, 0 <= ... <= 200,48,existing AND duly paid,car (new),6560,100 <= ... < 500,4 <= ... < 7y,3,male : single,none,2,society savings agreement OR life insurance,24,none,own,1,skilled employed OR official ,1,no,yes,2
707, 0 <= ... <= 200,12,none OR duly paid,furniture,2969, ... < 100, ... < 1y,4,female : married OR separated OR divorced,none,3,society savings agreement OR life insurance,25,none,rent,2,skilled employed OR official ,1,no,yes,2
708, 0 <= ... <= 200,9,existing AND duly paid,radio OR tv,1206, ... < 100,7y <= ...,4,female : married OR separated OR divorced,none,4,real estate,25,none,own,1,skilled employed OR official ,1,no,yes,1
709, 0 <= ... <= 200,9,existing AND duly paid,radio OR tv,2118, ... < 100,1 <= ... < 4y,2,male : single,none,2,real estate,37,none,own,1,unskilled - resident,2,no,yes,1
710,none,18,critical account,radio OR tv,629,500 <= ... < 1000,7y <= ...,4,male : single,none,3,society savings agreement OR life insurance,32,bank,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
711,negative,6,duly paid,education,1198, ... < 100,7y <= ...,4,female : married OR separated OR divorced,none,4,none OR unknown,35,none,for free,1,skilled employed OR official ,1,no,yes,2
712,none,21,existing AND duly paid,car (used),2476,unknown OR no savings account,7y <= ...,4,male : single,none,4,real estate,46,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
713,negative,9,critical account,radio OR tv,1138, ... < 100,1 <= ... < 4y,4,male : single,none,4,real estate,25,none,own,2,unskilled - resident,1,no,yes,1
714, 0 <= ... <= 200,60,existing AND duly paid,car (new),14027, ... < 100,4 <= ... < 7y,4,male : single,none,2,none OR unknown,27,none,own,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
715,none,30,critical account,car (used),7596,unknown OR no savings account,7y <= ...,1,male : single,none,4,car OR other,63,none,own,2,skilled employed OR official ,1,no,yes,1
716,none,30,critical account,radio OR tv,3077,unknown OR no savings account,7y <= ...,3,male : single,none,2,car OR other,40,none,own,2,skilled employed OR official ,2,yes,yes,1
717,none,18,existing AND duly paid,radio OR tv,1505, ... < 100,1 <= ... < 4y,4,male : single,none,2,none OR unknown,32,none,for free,1,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
718,200 < ...,24,critical account,radio OR tv,3148,unknown OR no savings account,1 <= ... < 4y,3,male : single,none,2,car OR other,31,none,own,2,skilled employed OR official ,1,yes,yes,1
719, 0 <= ... <= 200,20,none OR duly paid,car (used),6148,100 <= ... < 500,7y <= ...,3,male : married,none,4,car OR other,31,bank,own,2,skilled employed OR official ,1,yes,yes,1
720,200 < ...,9,none OR duly paid,radio OR tv,1337, ... < 100, ... < 1y,4,male : single,none,2,car OR other,34,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,2
721, 0 <= ... <= 200,6,duly paid,education,433,1000 <= ..., ... < 1y,4,female : married OR separated OR divorced,none,2,society savings agreement OR life insurance,24,bank,rent,1,skilled employed OR official ,2,no,yes,2
722,negative,12,existing AND duly paid,car (new),1228, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,2,real estate,24,none,own,1,unskilled - resident,1,no,yes,2
723, 0 <= ... <= 200,9,existing AND duly paid,radio OR tv,790,500 <= ... < 1000,1 <= ... < 4y,4,female : married OR separated OR divorced,none,3,real estate,66,none,own,1,unskilled - resident,1,no,yes,1
724,none,27,existing AND duly paid,car (new),2570, ... < 100,1 <= ... < 4y,3,female : married OR separated OR divorced,none,3,real estate,21,none,rent,1,skilled employed OR official ,1,no,yes,2
725,none,6,critical account,car (new),250,1000 <= ...,1 <= ... < 4y,2,female : married OR separated OR divorced,none,2,real estate,41,bank,own,2,unskilled - resident,1,no,yes,1
726,none,15,critical account,radio OR tv,1316,500 <= ... < 1000,1 <= ... < 4y,2,male : married,none,2,society savings agreement OR life insurance,47,none,own,2,unskilled - resident,1,no,yes,1
727,negative,18,existing AND duly paid,radio OR tv,1882, ... < 100,1 <= ... < 4y,4,female : married OR separated OR divorced,none,4,car OR other,25,bank,rent,2,skilled employed OR official ,1,no,yes,2
728, 0 <= ... <= 200,48,duly paid,business,6416, ... < 100,7y <= ...,4,female : married OR separated OR divorced,none,3,none OR unknown,59,none,rent,1,skilled employed OR official ,1,no,yes,2
729,200 < ...,24,critical account,business,1275,1000 <= ...,1 <= ... < 4y,2,male : separated OR divorced,none,4,real estate,36,none,own,2,skilled employed OR official ,1,yes,yes,1
730, 0 <= ... <= 200,24,delayed,radio OR tv,6403, ... < 100, ... < 1y,1,male : single,none,2,car OR other,33,none,own,1,skilled employed OR official ,1,no,yes,1
731,negative,24,existing AND duly paid,radio OR tv,1987, ... < 100,1 <= ... < 4y,2,male : single,none,4,real estate,21,none,rent,1,unskilled - resident,2,no,yes,2
732, 0 <= ... <= 200,8,existing AND duly paid,radio OR tv,760, ... < 100,4 <= ... < 7y,4,female : married OR separated OR divorced,guarantor,2,real estate,44,none,own,1,unskilled - resident,1,no,yes,1
733,none,24,existing AND duly paid,car (used),2603,1000 <= ...,1 <= ... < 4y,2,female : married OR separated OR divorced,none,4,car OR other,28,none,rent,1,skilled employed OR official ,1,yes,yes,1
734,none,4,critical account,car (new),3380, ... < 100,4 <= ... < 7y,1,female : married OR separated OR divorced,none,1,real estate,37,none,own,1,skilled employed OR official ,2,no,yes,1
735, 0 <= ... <= 200,36,duly paid,domestic appliances,3990,unknown OR no savings account, ... < 1y,3,female : married OR separated OR divorced,none,2,none OR unknown,29,bank,own,1,unemployed OR unskilled - non-resident,1,no,yes,1
736, 0 <= ... <= 200,24,existing AND duly paid,car (used),11560, ... < 100,1 <= ... < 4y,1,female : married OR separated OR divorced,none,4,car OR other,23,none,rent,2,management OR self-employed OR highly qualified employee OR officer,1,no,yes,2
737,negative,18,existing AND duly paid,car (new),4380,100 <= ... < 500,1 <= ... < 4y,3,male : single,none,4,car OR other,35,none,own,1,unskilled - resident,2,yes,yes,1
738,none,6,critical account,car (new),6761, ... < 100,4 <= ... < 7y,1,male : single,none,3,none OR unknown,45,none,own,2,management OR self-employed OR highly qualified employee OR officer,2,yes,yes,1
739, 0 <= ... <= 200,30,none OR duly paid,business,4280,100 <= ... < 500,1 <= ... < 4y,4,female : married OR separated OR divorced,none,4,car OR other,26,none,rent,2,unskilled - resident,1,no,yes,2
740,negative,24,duly paid,car (new),2325,100 <= ... < 500,4 <= ... < 7y,2,male : single,none,3,car OR other,32,bank,own,1,skilled employed OR official ,1,no,yes,1
741, 0 <= ... <= 200,10,duly paid,radio OR tv,1048, ... < 100,1 <= ... < 4y,4,male : single,none,4,real estate,23,stores,own,1,unskilled - resident,1,no,yes,1
742,none,21,existing AND duly paid,radio OR tv,3160,unknown OR no savings account,7y <= ...,4,male : single,none,3,society savings agreement OR life insurance,41,none,own,1,skilled employed OR official ,1,yes,yes,1
743,negative,24,duly paid,furniture,2483,500 <= ... < 1000,1 <= ... < 4y,4,male : single,none,4,real estate,22,stores,own,1,skilled employed OR official ,1,yes,yes,1
744,negative,39,critical account,furniture,14179,unknown OR no savings account,4 <= ... < 7y,4,male : single,none,4,society savings agreement OR life insurance,30,none,own,2,management OR self-employed OR highly qualified employee OR officer,1,yes,yes,1
