,checking account,duration in month,credit history,credit purpose,credit amount,savings account,employment since..,installment rate,status : sex,other debtors / guarantors,residence since,property,relationship : age,other installment plans,housing,existing credits,job,people to provide maintenance for,telephone,foreign worker,goodness
640,No Account,24,fully paid back,car (new),2957,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,car or other,63,none,rent,2,skilled employee/official,0 to 2,yes,no,good
641,No Account,36,fully paid back,car (used),2348,unknown/no savings account,1-3 yrs,20-24,female : single,none,1-3 yrs,car or other,46,none,rent,2,skilled employee/official,0 to 2,yes,no,good
642,0-200 DM,42,past delay,retraining,6289,unknown/no savings account,<1 yr,25-34,male : divorced/separated,none,< 1 yr,car or other,33,none,rent,2,skilled employee/official,0 to 2,no,no,good
643,No Account,24,fully paid back,car (new),6419,unknown/no savings account,>= 7 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,real estate,44,none,own,2,manager/self-empl./highly qualif,3 or more,yes,no,good
644,No Account,48,fully paid back,car (new),6143,unknown/no savings account,>= 7 yrs,<20,female: non-single or male: single,none,>= 7 yrs,real estate,58,stores,own,2,unskilled - resident,0 to 2,no,no,bad
645,>=200 DM,24,fully paid back,repairs,1597,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,54,none,own,2,skilled employee/official,3 or more,no,no,good
646,No Account,36,none open,business,15857,unknown/no savings account,unemployed,25-34,male : divorced/separated,co-applicant,4-6 yrs,building soc. savings agr./life insurance,43,none,rent,1,manager/self-empl./highly qualif,0 to 2,no,no,good
647,>=200 DM,24,fully paid back,furniture/equipment,2223,<100 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,car or other,52,bank,rent,2,skilled employee/official,0 to 2,no,no,good
648,>=200 DM,48,paid open rates,furniture/equipment,7238,>=1000 DM,>= 7 yrs,20-24,male : married/widowed,none,4-6 yrs,building soc. savings agr./life insurance,32,bank,rent,2,skilled employee/official,3 or more,no,no,good
649,<0 DM,30,paid open rates,retraining,2503,<100 DM,>= 7 yrs,<20,male : married/widowed,none,1-3 yrs,car or other,41,stores,rent,2,skilled employee/official,0 to 2,no,no,good
650,<0 DM,18,none open,retraining,2622,<100 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,good
651,<0 DM,24,none open,car (used),4351,>=1000 DM,1-3 yrs,>= 35,female: non-single or male: single,none,>= 7 yrs,car or other,48,none,rent,1,unskilled - resident,0 to 2,yes,no,good
652,<0 DM,6,none open,furniture/equipment,368,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,car or other,38,none,rent,1,skilled employee/official,0 to 2,no,no,good
653,<0 DM,12,none open,vacation,754,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,car or other,38,none,rent,2,skilled employee/official,0 to 2,no,no,good
654,>=200 DM,24,fully paid back,furniture/equipment,2424,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,car or other,53,none,rent,2,skilled employee/official,0 to 2,no,no,good
655,<0 DM,48,paid open rates,retraining,6681,>=1000 DM,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,real estate,38,none,own,1,skilled employee/official,3 or more,yes,no,good
656,<0 DM,18,paid open rates,retraining,2427,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,1-3 yrs,car or other,42,none,rent,2,skilled employee/official,0 to 2,no,no,good
657,<0 DM,24,fully paid back,furniture/equipment,1216,<100 DM,<1 yr,<20,male : married/widowed,none,>= 7 yrs,real estate,38,bank,rent,2,skilled employee/official,3 or more,no,no,bad
658,<0 DM,6,none open,furniture/equipment,753,unknown/no savings account,1-3 yrs,25-34,female: non-single or male: single,guarantor,4-6 yrs,unknown / no property,64,none,rent,1,skilled employee/official,0 to 2,no,no,good
659,<0 DM,7,none open,furniture/equipment,2576,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,guarantor,1-3 yrs,unknown / no property,35,none,rent,1,skilled employee/official,0 to 2,no,yes,good
660,<0 DM,6,none open,furniture/equipment,590,unknown/no savings account,<1 yr,20-24,female : single,none,4-6 yrs,unknown / no property,26,none,rent,1,unskilled - resident,0 to 2,no,yes,good
661,<0 DM,8,none open,furniture/equipment,1414,unknown/no savings account,1-3 yrs,<20,male : married/widowed,guarantor,1-3 yrs,unknown / no property,33,none,rent,1,skilled employee/official,0 to 2,no,yes,good
662,<0 DM,12,none open,furniture/equipment,1103,unknown/no savings account,4-6 yrs,<20,male : married/widowed,guarantor,4-6 yrs,unknown / no property,29,none,rent,2,skilled employee/official,0 to 2,no,no,good
663,<0 DM,12,paid open rates,furniture/equipment,585,unknown/no savings account,1-3 yrs,<20,female : single,co-applicant,>= 7 yrs,unknown / no property,20,none,for free,2,skilled employee/official,0 to 2,no,no,good
664,<0 DM,6,none open,furniture/equipment,1068,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,rent,1,skilled employee/official,3 or more,no,no,good
665,No Account,8,fully paid back,others,713,unknown/no savings account,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,47,none,rent,2,unskilled - resident,0 to 2,no,no,good
666,<0 DM,12,none open,furniture/equipment,1092,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,guarantor,>= 7 yrs,unknown / no property,49,none,rent,2,skilled employee/official,0 to 2,yes,no,good
667,<0 DM,7,none open,furniture/equipment,2329,unknown/no savings account,<1 yr,>= 35,female: non-single or male: single,guarantor,< 1 yr,unknown / no property,45,none,rent,1,skilled employee/official,0 to 2,no,no,good
668,<0 DM,13,fully paid back,furniture/equipment,882,unknown/no savings account,<1 yr,<20,male : married/widowed,guarantor,>= 7 yrs,unknown / no property,23,none,rent,2,skilled employee/official,0 to 2,no,no,good
669,<0 DM,18,none open,furniture/equipment,866,unknown/no savings account,1-3 yrs,<20,female : single,guarantor,1-3 yrs,unknown / no property,25,none,rent,1,unskilled - resident,0 to 2,no,no,good
670,<0 DM,7,none open,furniture/equipment,2415,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,guarantor,1-3 yrs,unknown / no property,34,none,rent,1,skilled employee/official,0 to 2,no,no,good
671,<0 DM,13,none open,furniture/equipment,2101,unknown/no savings account,<1 yr,25-34,female: non-single or male: single,guarantor,>= 7 yrs,car or other,23,none,rent,1,unskilled - resident,0 to 2,no,no,good
672,<0 DM,18,none open,furniture/equipment,1301,unknown/no savings account,>= 7 yrs,<20,female : single,guarantor,1-3 yrs,unknown / no property,32,none,rent,1,unskilled - resident,0 to 2,no,no,good
673,<0 DM,18,none open,furniture/equipment,1113,unknown/no savings account,1-3 yrs,<20,female: non-single or male: single,guarantor,>= 7 yrs,unknown / no property,26,none,rent,1,unskilled - resident,3 or more,no,no,good
674,<0 DM,8,none open,furniture/equipment,760,unknown/no savings account,4-6 yrs,<20,female: non-single or male: single,guarantor,1-3 yrs,unknown / no property,44,none,rent,1,unskilled - resident,0 to 2,no,no,good
675,<0 DM,12,none open,furniture/equipment,625,unknown/no savings account,<1 yr,<20,female : single,guarantor,< 1 yr,unknown / no property,26,bank,rent,1,unskilled - resident,0 to 2,no,no,good
676,0-200 DM,6,fully paid back,others,1323,<100 DM,>= 7 yrs,25-34,male : divorced/separated,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,rent,2,skilled employee/official,3 or more,yes,no,good
677,No Account,9,fully paid back,furniture/equipment,1138,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,25,none,rent,2,unskilled - resident,0 to 2,no,no,good
678,<0 DM,18,fully paid back,furniture/equipment,1795,unknown/no savings account,>= 7 yrs,20-24,female: non-single or male: single,guarantor,>= 7 yrs,unknown / no property,48,bank,for free,2,unskilled - resident,0 to 2,yes,no,good
679,<0 DM,15,fully paid back,furniture/equipment,2728,>=1000 DM,4-6 yrs,<20,male : married/widowed,guarantor,1-3 yrs,unknown / no property,35,bank,rent,3,skilled employee/official,0 to 2,yes,no,good
680,<0 DM,6,none open,furniture/equipment,484,unknown/no savings account,4-6 yrs,20-24,female : single,guarantor,4-6 yrs,unknown / no property,28,bank,rent,1,unskilled - resident,0 to 2,no,no,good
681,<0 DM,10,critical/open,furniture/equipment,1048,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,23,stores,rent,1,unskilled - resident,0 to 2,no,no,good
682,<0 DM,12,none open,furniture/equipment,1155,unknown/no savings account,>= 7 yrs,20-24,female : single,guarantor,4-6 yrs,unknown / no property,40,bank,rent,2,unskilled - resident,0 to 2,no,no,good
683,<0 DM,20,paid open rates,car (new),7057,>=1000 DM,4-6 yrs,20-24,male : married/widowed,none,>= 7 yrs,car or other,36,bank,for free,2,manager/self-empl./highly qualif,3 or more,yes,no,good
684,<0 DM,15,fully paid back,furniture/equipment,1537,>=1000 DM,>= 7 yrs,<20,male : married/widowed,guarantor,>= 7 yrs,unknown / no property,50,none,rent,2,skilled employee/official,0 to 2,yes,no,good
685,No Account,12,none open,furniture/equipment,2214,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,4-6 yrs,car or other,24,none,rent,1,unskilled - resident,0 to 2,no,no,good
686,>=200 DM,24,fully paid back,car (used),1585,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,4-6 yrs,car or other,40,none,rent,2,skilled employee/official,0 to 2,no,no,good
687,<0 DM,10,none open,car (used),1521,unknown/no savings account,1-3 yrs,<20,male : divorced/separated,none,1-3 yrs,building soc. savings agr./life insurance,31,none,rent,1,unskilled - resident,0 to 2,no,no,good
688,<0 DM,36,critical/open,radio/television,3990,>=1000 DM,<1 yr,20-24,female: non-single or male: single,none,1-3 yrs,real estate,29,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,good
689,0-200 DM,18,none open,car (used),3049,unknown/no savings account,<1 yr,>= 35,female: non-single or male: single,none,< 1 yr,car or other,45,stores,rent,1,unskilled - resident,0 to 2,no,no,good
690,No Account,24,none open,furniture/equipment,1282,<100 DM,1-3 yrs,<20,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,32,none,rent,1,unskilled - resident,0 to 2,no,no,bad
691,>=200 DM,60,none open,furniture/equipment,10144,<100 DM,4-6 yrs,25-34,female: non-single or male: single,none,>= 7 yrs,unknown / no property,21,none,rent,1,skilled employee/official,0 to 2,yes,no,good
692,No Account,12,none open,others,1168,unknown/no savings account,1-3 yrs,<20,female : single,none,4-6 yrs,unknown / no property,27,none,rent,1,unskilled - resident,0 to 2,no,no,good
693,<0 DM,6,none open,domestic appliances,454,unknown/no savings account,<1 yr,20-24,female : single,none,< 1 yr,car or other,22,none,rent,1,unskilled - resident,0 to 2,no,no,good
694,>=200 DM,15,paid open rates,car (new),3594,unknown/no savings account,<1 yr,>= 35,female: non-single or male: single,none,1-3 yrs,car or other,46,none,rent,2,unskilled - resident,0 to 2,no,no,good
695,>=200 DM,12,none open,car (used),1768,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,1-3 yrs,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,good
696,>=200 DM,60,paid open rates,furniture/equipment,15653,unknown/no savings account,4-6 yrs,25-34,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,21,none,rent,2,skilled employee/official,0 to 2,yes,no,good
697,0-200 DM,12,paid open rates,others,2247,unknown/no savings account,1-3 yrs,25-34,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,36,stores,rent,2,skilled employee/official,0 to 2,yes,no,good
698,>=200 DM,24,none open,furniture/equipment,1413,unknown/no savings account,1-3 yrs,<20,female : single,none,1-3 yrs,car or other,28,none,rent,1,skilled employee/official,0 to 2,no,no,good
699,<0 DM,45,fully paid back,car (new),4576,<100 DM,unemployed,20-24,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,good
700,No Account,24,fully paid back,furniture/equipment,1231,500-1000 DM,>= 7 yrs,<20,female: non-single or male: single,none,>= 7 yrs,car or other,57,none,for free,2,manager/self-empl./highly qualif,0 to 2,yes,no,good
701,No Account,36,none open,car (new),8335,>=1000 DM,>= 7 yrs,20-24,male : married/widowed,none,>= 7 yrs,real estate,47,none,own,1,skilled employee/official,0 to 2,no,no,bad
702,<0 DM,36,fully paid back,car (new),5800,unknown/no savings account,1-3 yrs,20-24,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,34,none,rent,2,skilled employee/official,0 to 2,yes,no,good
703,No Account,18,paid open rates,repairs,8471,>=1000 DM,1-3 yrs,>= 35,female: non-single or male: single,none,1-3 yrs,building soc. savings agr./life insurance,23,none,for free,2,skilled employee/official,0 to 2,yes,no,good
704,No Account,30,none open,car (used),3622,500-1000 DM,>= 7 yrs,<20,female: non-single or male: single,none,>= 7 yrs,car or other,57,none,for free,2,skilled employee/official,0 to 2,yes,no,good
705,No Account,6,fully paid back,furniture/equipment,1169,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,67,none,rent,2,skilled employee/official,0 to 2,yes,no,good
706,>=200 DM,15,none open,radio/television,1262,100-500 DM,4-6 yrs,<20,male : married/widowed,none,4-6 yrs,car or other,36,none,rent,2,skilled employee/official,0 to 2,yes,no,good
707,0-200 DM,24,fully paid back,car (used),3617,>=1000 DM,>= 7 yrs,<20,male : married/widowed,co-applicant,>= 7 yrs,real estate,20,none,for free,2,skilled employee/official,0 to 2,no,no,good
708,<0 DM,30,fully paid back,others,2181,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,36,none,rent,2,skilled employee/official,0 to 2,no,no,good
709,No Account,48,critical/open,retraining,7685,unknown/no savings account,4-6 yrs,25-34,female: non-single or male: single,guarantor,>= 7 yrs,building soc. savings agr./life insurance,37,none,for free,1,skilled employee/official,0 to 2,no,no,bad
710,>=200 DM,48,fully paid back,repairs,6110,unknown/no savings account,1-3 yrs,>= 35,male : married/widowed,none,4-6 yrs,real estate,31,bank,own,1,skilled employee/official,0 to 2,yes,no,good
711,>=200 DM,24,none open,others,3757,unknown/no savings account,>= 7 yrs,<20,female: non-single or male: single,co-applicant,>= 7 yrs,real estate,62,none,own,1,skilled employee/official,0 to 2,yes,no,good
712,No Account,42,fully paid back,domestic appliances,3394,unknown/no savings account,unemployed,<20,male : married/widowed,co-applicant,>= 7 yrs,building soc. savings agr./life insurance,65,none,rent,2,unemployed/unskilled - non-resident,0 to 2,no,no,good
713,>=200 DM,36,fully paid back,retraining,6304,>=1000 DM,>= 7 yrs,<20,male : married/widowed,none,>= 7 yrs,unknown / no property,36,none,rent,2,skilled employee/official,0 to 2,no,no,good
714,>=200 DM,9,fully paid back,repairs,1244,>=1000 DM,>= 7 yrs,<20,female: non-single or male: single,none,>= 7 yrs,car or other,41,none,for free,2,unskilled - resident,0 to 2,no,no,good
715,>=200 DM,6,none open,others,3518,unknown/no savings account,1-3 yrs,25-34,male : married/widowed,guarantor,4-6 yrs,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,good
716,>=200 DM,36,past delay,domestic appliances,2613,unknown/no savings account,1-3 yrs,<20,male : married/widowed,none,1-3 yrs,building soc. savings agr./life insurance,27,none,rent,2,skilled employee/official,0 to 2,no,no,good
717,No Account,48,none open,repairs,7476,unknown/no savings account,4-6 yrs,<20,male : married/widowed,none,< 1 yr,real estate,50,none,own,1,manager/self-empl./highly qualif,0 to 2,yes,no,good
718,>=200 DM,24,none open,retraining,4591,500-1000 DM,1-3 yrs,25-34,male : married/widowed,none,4-6 yrs,car or other,54,none,rent,3,manager/self-empl./highly qualif,0 to 2,yes,no,bad
719,<0 DM,18,none open,car (used),1924,>=1000 DM,<1 yr,<20,female: non-single or male: single,none,4-6 yrs,unknown / no property,27,none,for free,1,skilled employee/official,0 to 2,no,no,bad
